date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:54	4466/4466	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2018:56:21%20GMT	https://malermeister-wild.de/assets/images/7/image055.JPG-30798717.jpg	malermeister-wild.de/assets/images/7/image055.JPG-30798717.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:05:55	35173/35173	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Sep%202013%2012:09:44%20GMT	https://malermeister-wild.de/files/malermeister-wild/reference/image056.jpg	malermeister-wild.de/files/malermeister-wild/reference/image056.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:05:56	3515/3515	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2018:56:21%20GMT	https://malermeister-wild.de/assets/images/2/image056-4795d662.jpg	malermeister-wild.de/assets/images/2/image056-4795d662.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:05:57	23314/23314	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Sep%202013%2012:09:45%20GMT	https://malermeister-wild.de/files/malermeister-wild/reference/image057.JPG	malermeister-wild.de/files/malermeister-wild/reference/image057.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:05:58	2542/2542	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2018:56:21%20GMT	https://malermeister-wild.de/assets/images/8/image057.JPG-940f4778.jpg	malermeister-wild.de/assets/images/8/image057.JPG-940f4778.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:05:59	35289/35289	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Sep%202013%2012:09:46%20GMT	https://malermeister-wild.de/files/malermeister-wild/reference/image058.JPG	malermeister-wild.de/files/malermeister-wild/reference/image058.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:06:00	2830/2830	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2018:56:21%20GMT	https://malermeister-wild.de/assets/images/e/image058.JPG-416ae84e.jpg	malermeister-wild.de/assets/images/e/image058.JPG-416ae84e.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:06:01	34468/34468	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Sep%202013%2012:09:48%20GMT	https://malermeister-wild.de/files/malermeister-wild/reference/image059.JPG	malermeister-wild.de/files/malermeister-wild/reference/image059.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:06:02	3352/3352	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2018:56:21%20GMT	https://malermeister-wild.de/assets/images/7/image059.JPG-69913dc7.jpg	malermeister-wild.de/assets/images/7/image059.JPG-69913dc7.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:06:03	40170/40170	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Sep%202013%2012:09:49%20GMT	https://malermeister-wild.de/files/malermeister-wild/reference/image060.JPG	malermeister-wild.de/files/malermeister-wild/reference/image060.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:06:04	3296/3296	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2018:56:21%20GMT	https://malermeister-wild.de/assets/images/0/image060.JPG-5b013a60.jpg	malermeister-wild.de/assets/images/0/image060.JPG-5b013a60.jpg	(from https://malermeister-wild.de/meisterstueck/)
17:06:05	1481/1481	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Feb%202019%2010:44:44%20GMT	https://malermeister-wild.de/files/malermeister-wild/email.png	malermeister-wild.de/files/malermeister-wild/email.png	(from https://malermeister-wild.de/kontakt/)
17:06:06	6745/6745	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Nov%202022%2020:25:09%20GMT	https://malermeister-wild.de/assets/images/d/sednasoft-14710dad.png	malermeister-wild.de/assets/images/d/sednasoft-14710dad.png	(from https://malermeister-wild.de/impressum/)
